stakeholder,industry,materialType,certificationStatus,supplyReliability,technicalQualificationStatus,deliveryTimeline,annualSteelVolumeTonnes,conventionalSteelPricePerTonne,greenPremiumPerTonne,totalPremium,premiumPerProduct,premiumPercentage,baselineCo2Intensity,greenSteelCo2Intensity,co2Saved,proofScore,carbonPrice,indicativeCarbonValue,costSensitivity,proofSensitivity,claimRiskSensitivity,strategicFocus,supplySensitivity,technicalSensitivity,urgencySensitivity,price_objection,proof_certification_objection,greenwashing_objection,supply_reliability_objection,internal_approval_objection,technical_quality_objection,low_urgency_objection
Procurement,Infrastructure,Spring Steel,Pending,Low,In qualification,Within 12 months,25610.0,711.0,221.0,5659810.0,20.183404120262892,0.3108298171589311,1.6238678160797582,0.5078871932443085,28580.263750815866,0.0,85.0,2429322.418819349,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,1,1,0,0
Sustainability,Infrastructure,Spring Steel,Pending,Low,In qualification,Within 12 months,25610.0,711.0,221.0,5659810.0,20.183404120262892,0.3108298171589311,1.6238678160797582,0.5078871932443085,28580.263750815866,0.0,85.0,2429322.418819349,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,1,0,0,1
Management,Infrastructure,Spring Steel,Pending,Low,In qualification,Within 12 months,25610.0,711.0,221.0,5659810.0,20.183404120262892,0.3108298171589311,1.6238678160797582,0.5078871932443085,28580.263750815866,0.0,85.0,2429322.418819349,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,0,1,1,0,0,0
Compliance,Infrastructure,Spring Steel,Pending,Low,In qualification,Within 12 months,25610.0,711.0,221.0,5659810.0,20.183404120262892,0.3108298171589311,1.6238678160797582,0.5078871932443085,28580.263750815866,0.0,85.0,2429322.418819349,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,1,0,0
Procurement,Automotive,Wire Rod,Pending,Low,Not qualified,Beyond 12 months,10519.0,816.0,174.0,1830306.0,0.8072249995038381,0.21323529411764705,2.042832672071689,0.5376999000355493,15832.491629048154,0.6,85.0,1345761.7884690932,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,1,0,1,0
Sustainability,Automotive,Wire Rod,Pending,Low,Not qualified,Beyond 12 months,10519.0,816.0,174.0,1830306.0,0.8072249995038381,0.21323529411764705,2.042832672071689,0.5376999000355493,15832.491629048154,0.6,85.0,1345761.7884690932,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,0,1
Management,Automotive,Wire Rod,Pending,Low,Not qualified,Beyond 12 months,10519.0,816.0,174.0,1830306.0,0.8072249995038381,0.21323529411764705,2.042832672071689,0.5376999000355493,15832.491629048154,0.6,85.0,1345761.7884690932,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,0,0,1,0
Compliance,Automotive,Wire Rod,Pending,Low,Not qualified,Beyond 12 months,10519.0,816.0,174.0,1830306.0,0.8072249995038381,0.21323529411764705,2.042832672071689,0.5376999000355493,15832.491629048154,0.6,85.0,1345761.7884690932,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,1,0,0,0,0
Procurement,Machinery,Forged Components,Certified,High,Not qualified,Within 6 months,34517.0,879.0,150.0,5177550.0,15.02507298443966,0.17064846416382254,1.7635178936651434,0.7461602190645913,35116.13485418726,0.0,85.0,2984871.462605917,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,0,1,1,0
Sustainability,Machinery,Forged Components,Certified,High,Not qualified,Within 6 months,34517.0,879.0,150.0,5177550.0,15.02507298443966,0.17064846416382254,1.7635178936651434,0.7461602190645913,35116.13485418726,0.0,85.0,2984871.462605917,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,1,1
Management,Machinery,Forged Components,Certified,High,Not qualified,Within 6 months,34517.0,879.0,150.0,5177550.0,15.02507298443966,0.17064846416382254,1.7635178936651434,0.7461602190645913,35116.13485418726,0.0,85.0,2984871.462605917,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,0,0,0,1
Compliance,Machinery,Forged Components,Certified,High,Not qualified,Within 6 months,34517.0,879.0,150.0,5177550.0,15.02507298443966,0.17064846416382254,1.7635178936651434,0.7461602190645913,35116.13485418726,0.0,85.0,2984871.462605917,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,1,0,0,1,1,0
Procurement,Automotive,Spring Steel,Certified,Low,In qualification,Immediate,38393.0,685.0,183.0,7025919.0,9.489445470175975,0.2671532846715328,1.9964052453028946,0.3664152444177697,62580.2061039826,0.0,85.0,5319317.518838521,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,0,0,1
Sustainability,Automotive,Spring Steel,Certified,Low,In qualification,Immediate,38393.0,685.0,183.0,7025919.0,9.489445470175975,0.2671532846715328,1.9964052453028946,0.3664152444177697,62580.2061039826,0.0,85.0,5319317.518838521,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,1,0,0,0
Management,Automotive,Spring Steel,Certified,Low,In qualification,Immediate,38393.0,685.0,183.0,7025919.0,9.489445470175975,0.2671532846715328,1.9964052453028946,0.3664152444177697,62580.2061039826,0.0,85.0,5319317.518838521,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,1,0,0,0,0
Compliance,Automotive,Spring Steel,Certified,Low,In qualification,Immediate,38393.0,685.0,183.0,7025919.0,9.489445470175975,0.2671532846715328,1.9964052453028946,0.3664152444177697,62580.2061039826,0.0,85.0,5319317.518838521,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,1,0,1
Procurement,Renewable Energy,Bar Steel,Certified,Medium,Not qualified,Beyond 12 months,24899.0,662.0,183.0,4556517.0,3.587738036652822,0.2764350453172205,1.959887439955301,0.44715538381392583,37665.515465864104,0.6666666666666666,85.0,3201568.814598449,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,1,1,1
Sustainability,Renewable Energy,Bar Steel,Certified,Medium,Not qualified,Beyond 12 months,24899.0,662.0,183.0,4556517.0,3.587738036652822,0.2764350453172205,1.959887439955301,0.44715538381392583,37665.515465864104,0.6666666666666666,85.0,3201568.814598449,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,0,0,0,0,0
Management,Renewable Energy,Bar Steel,Certified,Medium,Not qualified,Beyond 12 months,24899.0,662.0,183.0,4556517.0,3.587738036652822,0.2764350453172205,1.959887439955301,0.44715538381392583,37665.515465864104,0.6666666666666666,85.0,3201568.814598449,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,0,0,0,1
Compliance,Renewable Energy,Bar Steel,Certified,Medium,Not qualified,Beyond 12 months,24899.0,662.0,183.0,4556517.0,3.587738036652822,0.2764350453172205,1.959887439955301,0.44715538381392583,37665.515465864104,0.6666666666666666,85.0,3201568.814598449,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,1,1,0,1
Procurement,Construction,Engineering Steel,Pending,Medium,In qualification,Within 12 months,7895.0,893.0,257.0,2029015.0,1.7734811893511502,0.2877939529675252,2.2546462949630905,0.7449687796389093,11918.903983484412,1.0,85.0,1013106.838596175,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,1,1,0,0,0
Sustainability,Construction,Engineering Steel,Pending,Medium,In qualification,Within 12 months,7895.0,893.0,257.0,2029015.0,1.7734811893511502,0.2877939529675252,2.2546462949630905,0.7449687796389093,11918.903983484412,1.0,85.0,1013106.838596175,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,0,1,0
Management,Construction,Engineering Steel,Pending,Medium,In qualification,Within 12 months,7895.0,893.0,257.0,2029015.0,1.7734811893511502,0.2877939529675252,2.2546462949630905,0.7449687796389093,11918.903983484412,1.0,85.0,1013106.838596175,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,0,1,1,0,1
Compliance,Construction,Engineering Steel,Pending,Medium,In qualification,Within 12 months,7895.0,893.0,257.0,2029015.0,1.7734811893511502,0.2877939529675252,2.2546462949630905,0.7449687796389093,11918.903983484412,1.0,85.0,1013106.838596175,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,0,0,0,0
Procurement,Automotive,Engineering Steel,Pending,Low,In qualification,Beyond 12 months,39454.0,896.0,168.0,6628272.0,39.279114419133855,0.1875,1.9597061507381444,0.8354926138123959,44354.720885868475,0.8,85.0,3770151.2752988203,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,1,0,1,0
Sustainability,Automotive,Engineering Steel,Pending,Low,In qualification,Beyond 12 months,39454.0,896.0,168.0,6628272.0,39.279114419133855,0.1875,1.9597061507381444,0.8354926138123959,44354.720885868475,0.8,85.0,3770151.2752988203,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,0,0,0,0,0
Management,Automotive,Engineering Steel,Pending,Low,In qualification,Beyond 12 months,39454.0,896.0,168.0,6628272.0,39.279114419133855,0.1875,1.9597061507381444,0.8354926138123959,44354.720885868475,0.8,85.0,3770151.2752988203,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,1,1,0,0
Compliance,Automotive,Engineering Steel,Pending,Low,In qualification,Beyond 12 months,39454.0,896.0,168.0,6628272.0,39.279114419133855,0.1875,1.9597061507381444,0.8354926138123959,44354.720885868475,0.8,85.0,3770151.2752988203,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,1,0,0,1
Procurement,Construction,Engineering Steel,Certified,Medium,Qualified,Within 3 months,11699.0,698.0,188.0,2199412.0,0.7627019489817114,0.2693409742120344,2.328261528148202,0.4215134447545116,22307.045827622784,0.6,85.0,1896098.8953479365,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,1,0,1
Sustainability,Construction,Engineering Steel,Certified,Medium,Qualified,Within 3 months,11699.0,698.0,188.0,2199412.0,0.7627019489817114,0.2693409742120344,2.328261528148202,0.4215134447545116,22307.045827622784,0.6,85.0,1896098.8953479365,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,0,0,0
Management,Construction,Engineering Steel,Certified,Medium,Qualified,Within 3 months,11699.0,698.0,188.0,2199412.0,0.7627019489817114,0.2693409742120344,2.328261528148202,0.4215134447545116,22307.045827622784,0.6,85.0,1896098.8953479365,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,0,1
Compliance,Construction,Engineering Steel,Certified,Medium,Qualified,Within 3 months,11699.0,698.0,188.0,2199412.0,0.7627019489817114,0.2693409742120344,2.328261528148202,0.4215134447545116,22307.045827622784,0.6,85.0,1896098.8953479365,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,0,0,0,0
Procurement,Machinery,Wire Rod,Pending,Low,In qualification,Within 6 months,25534.0,701.0,107.0,2732138.0,3.370787653571596,0.15263908701854492,2.0687690992768437,0.5459894329350259,38882.65600037198,0.25,85.0,3305025.760031618,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,1,1,1,0,0
Sustainability,Machinery,Wire Rod,Pending,Low,In qualification,Within 6 months,25534.0,701.0,107.0,2732138.0,3.370787653571596,0.15263908701854492,2.0687690992768437,0.5459894329350259,38882.65600037198,0.25,85.0,3305025.760031618,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,1,0,1,1
Management,Machinery,Wire Rod,Pending,Low,In qualification,Within 6 months,25534.0,701.0,107.0,2732138.0,3.370787653571596,0.15263908701854492,2.0687690992768437,0.5459894329350259,38882.65600037198,0.25,85.0,3305025.760031618,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,0,1,1,0
Compliance,Machinery,Wire Rod,Pending,Low,In qualification,Within 6 months,25534.0,701.0,107.0,2732138.0,3.370787653571596,0.15263908701854492,2.0687690992768437,0.5459894329350259,38882.65600037198,0.25,85.0,3305025.760031618,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,1,0,1,0
Procurement,Infrastructure,Spring Steel,Pending,High,In qualification,Immediate,39685.0,608.0,259.0,10278415.0,4.974990525247372,0.42598684210526316,2.0131675221085126,0.3571194521765184,65720.26765525118,0.0,85.0,5586222.750696351,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,1,1,0,1,0
Sustainability,Infrastructure,Spring Steel,Pending,High,In qualification,Immediate,39685.0,608.0,259.0,10278415.0,4.974990525247372,0.42598684210526316,2.0131675221085126,0.3571194521765184,65720.26765525118,0.0,85.0,5586222.750696351,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,0,0
Management,Infrastructure,Spring Steel,Pending,High,In qualification,Immediate,39685.0,608.0,259.0,10278415.0,4.974990525247372,0.42598684210526316,2.0131675221085126,0.3571194521765184,65720.26765525118,0.0,85.0,5586222.750696351,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,1,1,0,1
Compliance,Infrastructure,Spring Steel,Pending,High,In qualification,Immediate,39685.0,608.0,259.0,10278415.0,4.974990525247372,0.42598684210526316,2.0131675221085126,0.3571194521765184,65720.26765525118,0.0,85.0,5586222.750696351,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,1,1,0,1,0,0
Procurement,Construction,Bar Steel,Certified,High,Not qualified,Immediate,22349.0,788.0,140.0,3128860.0,1.2684709842015796,0.17766497461928935,1.674204861939596,0.5366889107632526,25422.343992840095,0.8,85.0,2160899.239391408,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,0,0,1,1
Sustainability,Construction,Bar Steel,Certified,High,Not qualified,Immediate,22349.0,788.0,140.0,3128860.0,1.2684709842015796,0.17766497461928935,1.674204861939596,0.5366889107632526,25422.343992840095,0.8,85.0,2160899.239391408,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,0,1,1,1,1,0
Management,Construction,Bar Steel,Certified,High,Not qualified,Immediate,22349.0,788.0,140.0,3128860.0,1.2684709842015796,0.17766497461928935,1.674204861939596,0.5366889107632526,25422.343992840095,0.8,85.0,2160899.239391408,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,0,0,1,0
Compliance,Construction,Bar Steel,Certified,High,Not qualified,Immediate,22349.0,788.0,140.0,3128860.0,1.2684709842015796,0.17766497461928935,1.674204861939596,0.5366889107632526,25422.343992840095,0.8,85.0,2160899.239391408,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,1,0,0,1,0
Procurement,Automotive,Spring Steel,Pending,High,In qualification,Within 6 months,1549.0,785.0,50.0,77450.0,0.04127188822219143,0.06369426751592357,2.0812467619648123,0.5917152453733654,2307.2843192001515,0.25,85.0,196119.16713201287,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,0,0,1
Sustainability,Automotive,Spring Steel,Pending,High,In qualification,Within 6 months,1549.0,785.0,50.0,77450.0,0.04127188822219143,0.06369426751592357,2.0812467619648123,0.5917152453733654,2307.2843192001515,0.25,85.0,196119.16713201287,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,1,1,0,0
Management,Automotive,Spring Steel,Pending,High,In qualification,Within 6 months,1549.0,785.0,50.0,77450.0,0.04127188822219143,0.06369426751592357,2.0812467619648123,0.5917152453733654,2307.2843192001515,0.25,85.0,196119.16713201287,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,0,1,0,0,1,1
Compliance,Automotive,Spring Steel,Pending,High,In qualification,Within 6 months,1549.0,785.0,50.0,77450.0,0.04127188822219143,0.06369426751592357,2.0812467619648123,0.5917152453733654,2307.2843192001515,0.25,85.0,196119.16713201287,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,1,1,0
Procurement,Infrastructure,Spring Steel,Certified,High,Qualified,Immediate,14080.0,726.0,93.0,1309440.0,6.146249419142255,0.128099173553719,1.8858956988016433,0.4588843063929478,20092.320405114435,0.6666666666666666,85.0,1707847.2344347269,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,1,1,1,0
Sustainability,Infrastructure,Spring Steel,Certified,High,Qualified,Immediate,14080.0,726.0,93.0,1309440.0,6.146249419142255,0.128099173553719,1.8858956988016433,0.4588843063929478,20092.320405114435,0.6666666666666666,85.0,1707847.2344347269,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,0,0,0,0,0,1
Management,Infrastructure,Spring Steel,Certified,High,Qualified,Immediate,14080.0,726.0,93.0,1309440.0,6.146249419142255,0.128099173553719,1.8858956988016433,0.4588843063929478,20092.320405114435,0.6666666666666666,85.0,1707847.2344347269,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,0,0,1,0
Compliance,Infrastructure,Spring Steel,Certified,High,Qualified,Immediate,14080.0,726.0,93.0,1309440.0,6.146249419142255,0.128099173553719,1.8858956988016433,0.4588843063929478,20092.320405114435,0.6666666666666666,85.0,1707847.2344347269,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,0,0,0,1
Procurement,Machinery,Bar Steel,Certified,Low,Not qualified,Immediate,23778.0,802.0,118.0,2805804.0,1.1632739618630101,0.14713216957605985,1.9269355018933703,0.5589114022124129,32528.877042213804,0.4,85.0,2764954.5485881735,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,1,0,1,0
Sustainability,Machinery,Bar Steel,Certified,Low,Not qualified,Immediate,23778.0,802.0,118.0,2805804.0,1.1632739618630101,0.14713216957605985,1.9269355018933703,0.5589114022124129,32528.877042213804,0.4,85.0,2764954.5485881735,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,1,1,1,0
Management,Machinery,Bar Steel,Certified,Low,Not qualified,Immediate,23778.0,802.0,118.0,2805804.0,1.1632739618630101,0.14713216957605985,1.9269355018933703,0.5589114022124129,32528.877042213804,0.4,85.0,2764954.5485881735,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,1,0,0
Compliance,Machinery,Bar Steel,Certified,Low,Not qualified,Immediate,23778.0,802.0,118.0,2805804.0,1.1632739618630101,0.14713216957605985,1.9269355018933703,0.5589114022124129,32528.877042213804,0.4,85.0,2764954.5485881735,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,1,0,1,0,0
Procurement,Construction,Forged Components,Certified,High,In qualification,Immediate,3788.0,609.0,113.0,428044.0,0.19081796321871464,0.18555008210180624,2.2817162696553455,0.597850489463585,6378.483575366388,0.3333333333333333,85.0,542171.103906143,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,0,0,0,1
Sustainability,Construction,Forged Components,Certified,High,In qualification,Immediate,3788.0,609.0,113.0,428044.0,0.19081796321871464,0.18555008210180624,2.2817162696553455,0.597850489463585,6378.483575366388,0.3333333333333333,85.0,542171.103906143,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,0,1,0,0,0,0
Management,Construction,Forged Components,Certified,High,In qualification,Immediate,3788.0,609.0,113.0,428044.0,0.19081796321871464,0.18555008210180624,2.2817162696553455,0.597850489463585,6378.483575366388,0.3333333333333333,85.0,542171.103906143,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,0,0,0,1,0,0
Compliance,Construction,Forged Components,Certified,High,In qualification,Immediate,3788.0,609.0,113.0,428044.0,0.19081796321871464,0.18555008210180624,2.2817162696553455,0.597850489463585,6378.483575366388,0.3333333333333333,85.0,542171.103906143,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,0,0,1,1
Procurement,Construction,Engineering Steel,Not started,Medium,Qualified,Within 12 months,35036.0,623.0,45.0,1576620.0,1.1861804136005,0.07223113964686999,2.0163659550137822,0.5782054288089007,50387.39219611423,0.6,85.0,4282928.3366697095,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,1,0,0,1
Sustainability,Construction,Engineering Steel,Not started,Medium,Qualified,Within 12 months,35036.0,623.0,45.0,1576620.0,1.1861804136005,0.07223113964686999,2.0163659550137822,0.5782054288089007,50387.39219611423,0.6,85.0,4282928.3366697095,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,1,0,0,0
Management,Construction,Engineering Steel,Not started,Medium,Qualified,Within 12 months,35036.0,623.0,45.0,1576620.0,1.1861804136005,0.07223113964686999,2.0163659550137822,0.5782054288089007,50387.39219611423,0.6,85.0,4282928.3366697095,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,0,0
Compliance,Construction,Engineering Steel,Not started,Medium,Qualified,Within 12 months,35036.0,623.0,45.0,1576620.0,1.1861804136005,0.07223113964686999,2.0163659550137822,0.5782054288089007,50387.39219611423,0.6,85.0,4282928.3366697095,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,1,0,0,1,0,1
Procurement,Automotive,Spring Steel,Certified,High,Not qualified,Beyond 12 months,36508.0,641.0,102.0,3723816.0,16.442067988043146,0.15912636505460218,2.2677661314615487,0.3934546025847476,68427.36529623426,0.6,85.0,5816326.050179912,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,1,0,1
Sustainability,Automotive,Spring Steel,Certified,High,Not qualified,Beyond 12 months,36508.0,641.0,102.0,3723816.0,16.442067988043146,0.15912636505460218,2.2677661314615487,0.3934546025847476,68427.36529623426,0.6,85.0,5816326.050179912,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,0,1,0,0,0
Management,Automotive,Spring Steel,Certified,High,Not qualified,Beyond 12 months,36508.0,641.0,102.0,3723816.0,16.442067988043146,0.15912636505460218,2.2677661314615487,0.3934546025847476,68427.36529623426,0.6,85.0,5816326.050179912,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,1,0,1,0
Compliance,Automotive,Spring Steel,Certified,High,Not qualified,Beyond 12 months,36508.0,641.0,102.0,3723816.0,16.442067988043146,0.15912636505460218,2.2677661314615487,0.3934546025847476,68427.36529623426,0.6,85.0,5816326.050179912,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,0,1,1,1
Procurement,Automotive,Bar Steel,Certified,Low,In qualification,Within 12 months,18119.0,667.0,244.0,4421036.0,4.511726208517408,0.3658170914542729,2.089776806875162,0.32110558931065186,32046.55379105136,1.0,85.0,2723957.0722393654,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,0,1,1
Sustainability,Automotive,Bar Steel,Certified,Low,In qualification,Within 12 months,18119.0,667.0,244.0,4421036.0,4.511726208517408,0.3658170914542729,2.089776806875162,0.32110558931065186,32046.55379105136,1.0,85.0,2723957.0722393654,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,0,0,0,0,0
Management,Automotive,Bar Steel,Certified,Low,In qualification,Within 12 months,18119.0,667.0,244.0,4421036.0,4.511726208517408,0.3658170914542729,2.089776806875162,0.32110558931065186,32046.55379105136,1.0,85.0,2723957.0722393654,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,0,0,0,0,1,1
Compliance,Automotive,Bar Steel,Certified,Low,In qualification,Within 12 months,18119.0,667.0,244.0,4421036.0,4.511726208517408,0.3658170914542729,2.089776806875162,0.32110558931065186,32046.55379105136,1.0,85.0,2723957.0722393654,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,0,0,1,0,0,1
Procurement,Renewable Energy,Engineering Steel,Not started,High,In qualification,Within 3 months,32415.0,680.0,208.0,6742320.0,3.093340869801397,0.3058823529411765,1.735098433290172,0.862001815119076,28301.426878016075,0.16666666666666666,85.0,2405621.2846313664,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,0,0,1,0,0
Sustainability,Renewable Energy,Engineering Steel,Not started,High,In qualification,Within 3 months,32415.0,680.0,208.0,6742320.0,3.093340869801397,0.3058823529411765,1.735098433290172,0.862001815119076,28301.426878016075,0.16666666666666666,85.0,2405621.2846313664,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,1,0,1
